id,kind,tag,file,lineStart,lineEnd,name,content,childText,tooltip,command,style,layout
"xaml:App.xaml:144:73","style","Setter","App.xaml","144","185","","","","","","","{}"
"xaml:App.xaml:148:74","style","Style","App.xaml","148","186","","","","","","","{}"
"xaml:App.xaml:149:75","style","Setter","App.xaml","149","185","","","","","","","{}"
"xaml:App.xaml:150:76","style","Setter","App.xaml","150","185","","","","","","","{}"
"xaml:App.xaml:151:77","style","Setter","App.xaml","151","185","","","","","","","{}"
"xaml:App.xaml:152:78","style","Setter","App.xaml","152","185","","","","","","","{}"
"xaml:App.xaml:153:79","style","Setter","App.xaml","153","185","","","","","","","{}"
"xaml:App.xaml:154:80","style","Setter","App.xaml","154","185","","","","","","","{}"
"xaml:App.xaml:155:81","style","Setter","App.xaml","155","185","","","","","","","{}"
"xaml:App.xaml:156:82","style","Setter","App.xaml","156","185","","","","","","","{}"
"xaml:App.xaml:157:83","style","Setter","App.xaml","157","185","","","","","","","{}"
"xaml:App.xaml:158:84","style","Setter","App.xaml","158","185","","","","","","","{}"
"xaml:App.xaml:160:85","style","ControlTemplate","App.xaml","160","183","","","","","","","{}"
"xaml:App.xaml:161:86","layout","Border","App.xaml","161","175","bd","","","","","","{""CornerRadius"":""{StaticResource ShapeMedium}"",""BorderThickness"":""{TemplateBinding BorderThickness}""}"
"xaml:App.xaml:166:87","layout","ScrollViewer","App.xaml","166","274","PART_ContentHost","{TemplateBinding SelectionBoxItem} | ▾","{TemplateBinding SelectionBoxItem} | ▾","","","","{""Margin"":""{TemplateBinding Padding}""}"
"xaml:App.xaml:178:88","style","Setter","App.xaml","178","185","","","","","","","{}"
"xaml:App.xaml:179:89","style","Setter","App.xaml","179","185","","","","","","","{}"
"xaml:App.xaml:180:90","style","Setter","App.xaml","180","185","","","","","","","{}"
"xaml:App.xaml:189:91","style","Style","App.xaml","189","222","","","","","","","{}"
"xaml:App.xaml:190:92","style","Setter","App.xaml","190","221","","","","","","","{}"
"xaml:App.xaml:191:93","style","Setter","App.xaml","191","221","","","","","","","{}"
"xaml:App.xaml:192:94","style","Setter","App.xaml","192","221","","","","","","","{}"
"xaml:App.xaml:193:95","style","Setter","App.xaml","193","221","","","","","","","{}"
"xaml:App.xaml:194:96","style","Setter","App.xaml","194","221","","","","","","","{}"
"xaml:App.xaml:195:97","style","Setter","App.xaml","195","221","","","","","","","{}"
"xaml:App.xaml:196:98","style","Setter","App.xaml","196","221","","","","","","","{}"
"xaml:App.xaml:197:99","style","Setter","App.xaml","197","221","","","","","","","{}"
"xaml:App.xaml:198:100","style","Setter","App.xaml","198","221","","","","","","","{}"
"xaml:App.xaml:199:101","style","Setter","App.xaml","199","221","","","","","","","{}"
"xaml:App.xaml:201:102","style","Style","App.xaml","201","222","","","","","","","{}"
"xaml:App.xaml:202:103","style","Setter","App.xaml","202","221","","","","","","","{}"
"xaml:App.xaml:203:104","style","Setter","App.xaml","203","221","","","","","","","{}"
"xaml:App.xaml:204:105","style","Setter","App.xaml","204","221","","","","","","","{}"
"xaml:App.xaml:205:106","style","Setter","App.xaml","205","221","","","","","","","{}"
"xaml:App.xaml:207:107","style","ControlTemplate","App.xaml","207","219","","","","","","","{}"
"xaml:App.xaml:208:108","layout","Border","App.xaml","208","212","bg","","","","","","{""Margin"":""4,2"",""Padding"":""{TemplateBinding Padding}"",""CornerRadius"":""8""}"
"xaml:App.xaml:211:109","layout","ContentPresenter","App.xaml","211","211","","","","","","","{}"
"xaml:App.xaml:215:110","style","Setter","App.xaml","215","221","","","","","","","{}"
"xaml:App.xaml:216:111","style","Setter","App.xaml","216","221","","","","","","","{}"
"xaml:App.xaml:225:112","style","Setter","App.xaml","225","285","","{TemplateBinding SelectionBoxItem} | ▾","{TemplateBinding SelectionBoxItem} | ▾","","","","{}"
"xaml:App.xaml:227:113","style","ControlTemplate","App.xaml","227","283","","{TemplateBinding SelectionBoxItem} | ▾","{TemplateBinding SelectionBoxItem} | ▾","","","","{}"
"xaml:App.xaml:228:114","layout","Grid","App.xaml","228","255","root","{TemplateBinding SelectionBoxItem} | ▾","{TemplateBinding SelectionBoxItem} | ▾","","","","{}"
"xaml:App.xaml:229:115","layout","Border","App.xaml","229","256","bd","{TemplateBinding SelectionBoxItem} | ▾","{TemplateBinding SelectionBoxItem} | ▾","","","","{""CornerRadius"":""{StaticResource ShapeMedium}"",""BorderThickness"":""{TemplateBinding BorderThickness}""}"
"xaml:App.xaml:234:116","layout","Grid","App.xaml","234","255","","{TemplateBinding SelectionBoxItem} | ▾","{TemplateBinding SelectionBoxItem} | ▾","","","","{}"
"xaml:App.xaml:239:117","layout","ContentPresenter","App.xaml","239","244","","{TemplateBinding SelectionBoxItem}","","","","","{""Grid.Column"":""0"",""Margin"":""16,8,0,8"",""VerticalAlignment"":""Center""}"
"xaml:App.xaml:245:118","text","TextBlock","App.xaml","245","249","","▾","","","","","{""Grid.Column"":""1"",""HorizontalAlignment"":""Center"",""VerticalAlignment"":""Center""}"
"xaml:App.xaml:250:119","action","ToggleButton","App.xaml","250","254","","","","","","","{""Grid.ColumnSpan"":""2"",""BorderThickness"":""0""}"
"xaml:App.xaml:257:120","layout","Popup","App.xaml","257","276","PART_Popup","","","","","","{}"
"xaml:App.xaml:261:121","layout","Border","App.xaml","261","275","","","","","","","{""MinWidth"":""{Binding ActualWidth, ElementName=root}"",""MaxHeight"":""300"",""Margin"":""4"",""CornerRadius"":""{StaticResource ShapeMedium}"",""BorderThickness"":""1""}"
"xaml:App.xaml:269:122","layout","ScrollViewer","App.xaml","269","274","","","","","","","{}"
"xaml:App.xaml:280:123","style","Setter","App.xaml","280","285","","","","","","","{}"
"xaml:App.xaml:289:124","style","Style","App.xaml","289","300","ScrollBarPageButtonStyle","","","","","","{}"
"xaml:App.xaml:290:125","style","Setter","App.xaml","290","299","","","","","","","{}"
"xaml:App.xaml:291:126","style","Setter","App.xaml","291","299","","","","","","","{}"
"xaml:App.xaml:292:127","style","Setter","App.xaml","292","299","","","","","","","{}"
"xaml:App.xaml:293:128","style","Setter","App.xaml","293","299","","","","","","","{}"
"xaml:App.xaml:295:129","style","ControlTemplate","App.xaml","295","297","","","","","","","{}"
"xaml:App.xaml:296:130","layout","Border","App.xaml","296","296","","","","","","","{}"
"xaml:App.xaml:302:131","style","Style","App.xaml","302","329","VerticalScrollThumbStyle","","","","","","{}"
"xaml:App.xaml:303:132","style","Setter","App.xaml","303","328","","","","","","","{}"
"xaml:App.xaml:304:133","style","Setter","App.xaml","304","328","","","","","","","{}"
"xaml:App.xaml:305:134","style","Setter","App.xaml","305","328","","","","","","","{}"
"xaml:App.xaml:307:135","style","ControlTemplate","App.xaml","307","326","","","","","","","{}"
"xaml:App.xaml:308:136","layout","Border","App.xaml","308","315","ThumbRoot","","","","","","{""Width"":""3"",""MinHeight"":""32"",""Margin"":""0,3"",""HorizontalAlignment"":""Center"",""Opacity"":""0.9"",""CornerRadius"":""999""}"
"xaml:App.xaml:318:137","style","Setter","App.xaml","318","328","","","","","","","{}"
"xaml:App.xaml:319:138","style","Setter","App.xaml","319","328","","","","","","","{}"
"xaml:App.xaml:322:139","style","Setter","App.xaml","322","328","","","","","","","{}"
"xaml:App.xaml:323:140","style","Setter","App.xaml","323","328","","","","","","","{}"
"xaml:App.xaml:331:141","style","Style","App.xaml","331","358","HorizontalScrollThumbStyle","","","","","","{}"
"xaml:App.xaml:332:142","style","Setter","App.xaml","332","357","","","","","","","{}"
"xaml:App.xaml:333:143","style","Setter","App.xaml","333","357","","","","","","","{}"
"xaml:App.xaml:334:144","style","Setter","App.xaml","334","357","","","","","","","{}"
"xaml:App.xaml:336:145","style","ControlTemplate","App.xaml","336","355","","","","","","","{}"
"xaml:App.xaml:337:146","layout","Border","App.xaml","337","344","ThumbRoot","","","","","","{""Height"":""3"",""MinWidth"":""32"",""Margin"":""3,0"",""VerticalAlignment"":""Center"",""Opacity"":""0.9"",""CornerRadius"":""999""}"
"xaml:App.xaml:347:147","style","Setter","App.xaml","347","357","","","","","","","{}"
"xaml:App.xaml:348:148","style","Setter","App.xaml","348","357","","","","","","","{}"
"xaml:App.xaml:351:149","style","Setter","App.xaml","351","357","","","","","","","{}"
"xaml:App.xaml:352:150","style","Setter","App.xaml","352","357","","","","","","","{}"
"xaml:App.xaml:360:151","style","Style","App.xaml","360","449","","","","","","","{}"
"xaml:App.xaml:361:152","style","Setter","App.xaml","361","404","","","","","","","{}"
"xaml:App.xaml:362:153","style","Setter","App.xaml","362","404","","","","","","","{}"
"xaml:App.xaml:363:154","style","Setter","App.xaml","363","404","","","","","","","{}"
"xaml:App.xaml:364:155","style","Setter","App.xaml","364","404","","","","","","","{}"
"xaml:App.xaml:365:156","style","Setter","App.xaml","365","404","","","","","","","{}"
"xaml:App.xaml:366:157","style","Setter","App.xaml","366","404","","","","","","","{}"
"xaml:App.xaml:367:158","style","Setter","App.xaml","367","404","","","","","","","{}"
"xaml:App.xaml:369:159","style","ControlTemplate","App.xaml","369","402","","","","","","","{}"
"xaml:App.xaml:370:160","layout","Grid","App.xaml","370","393","","","","","","","{""Width"":""{TemplateBinding Width}""}"
"xaml:App.xaml:371:161","layout","Border","App.xaml","371","377","VerticalTrackChrome","","","","","","{""Width"":""3"",""Margin"":""0,4"",""HorizontalAlignment"":""Center"",""Opacity"":""0.35"",""CornerRadius"":""999""}"
"xaml:App.xaml:396:162","style","Setter","App.xaml","396","404","","","","","","","{}"
"xaml:App.xaml:399:163","style","Setter","App.xaml","399","404","","","","","","","{}"
"xaml:App.xaml:407:164","style","Setter","App.xaml","407","446","","","","","","","{}"
"xaml:App.xaml:408:165","style","Setter","App.xaml","408","446","","","","","","","{}"
"xaml:App.xaml:409:166","style","Setter","App.xaml","409","446","","","","","","","{}"
"xaml:App.xaml:411:167","style","ControlTemplate","App.xaml","411","444","","","","","","","{}"
"xaml:App.xaml:412:168","layout","Grid","App.xaml","412","435","","","","","","","{""Height"":""{TemplateBinding Height}""}"
"xaml:App.xaml:413:169","layout","Border","App.xaml","413","419","HorizontalTrackChrome","","","","","","{""Height"":""3"",""Margin"":""4,0"",""VerticalAlignment"":""Center"",""Opacity"":""0.35"",""CornerRadius"":""999""}"
"xaml:App.xaml:438:170","style","Setter","App.xaml","438","446","","","","","","","{}"
"xaml:App.xaml:441:171","style","Setter","App.xaml","441","446","","","","","","","{}"
"xaml:LogWindow.xaml:1:1","layout","Window","LogWindow.xaml","1","76","","DeskPhone Live Log","Live Log | Open this when you need connection detail or release diagnostics. Closing it leaves the main DeskPhone window alone. | Clear | {Binding DebugText, Mode=OneWay}","","","","{""Width"":""680"",""Height"":""760"",""MinWidth"":""420"",""MinHeight"":""420""}"
"xaml:LogWindow.xaml:13:2","layout","Grid","LogWindow.xaml","13","52","","Live Log | Open this when you need connection detail or release diagnostics. Closing it leaves the main DeskPhone window alone. | Clear","Live Log | Open this when you need connection detail or release diagnostics. Closing it leaves the main DeskPhone window alone. | Clear","","","","{""Margin"":""16""}"
"xaml:LogWindow.xaml:22:3","layout","Border","LogWindow.xaml","22","53","","Live Log | Open this when you need connection detail or release diagnostics. Closing it leaves the main DeskPhone window alone. | Clear","Live Log | Open this when you need connection detail or release diagnostics. Closing it leaves the main DeskPhone window alone. | Clear","","","","{""Grid.Row"":""0"",""Margin"":""0,0,0,12"",""Padding"":""18,16"",""CornerRadius"":""16"",""BorderThickness"":""1""}"
"xaml:LogWindow.xaml:29:4","layout","Grid","LogWindow.xaml","29","52","","Live Log | Open this when you need connection detail or release diagnostics. Closing it leaves the main DeskPhone window alone. | Clear","Live Log | Open this when you need connection detail or release diagnostics. Closing it leaves the main DeskPhone window alone. | Clear","","","","{}"
"xaml:LogWindow.xaml:34:5","layout","StackPanel","LogWindow.xaml","34","44","","Live Log | Open this when you need connection detail or release diagnostics. Closing it leaves the main DeskPhone window alone.","Live Log | Open this when you need connection detail or release diagnostics. Closing it leaves the main DeskPhone window alone.","","","","{""Grid.Column"":""0""}"
"xaml:LogWindow.xaml:35:6","text","TextBlock","LogWindow.xaml","35","38","","Live Log","","","","","{}"
"xaml:LogWindow.xaml:39:7","text","TextBlock","LogWindow.xaml","39","43","","Open this when you need connection detail or release diagnostics. Closing it leaves the main DeskPhone window alone.","","","","","{""Margin"":""0,4,0,0""}"
"xaml:LogWindow.xaml:45:8","action","Button","LogWindow.xaml","45","51","","Clear","","","","{StaticResource TonalButton}","{""Height"":""30"",""Grid.Column"":""1"",""Margin"":""12,0,0,0"",""Padding"":""14,0""}"
"xaml:LogWindow.xaml:55:9","layout","Border","LogWindow.xaml","55","74","","{Binding DebugText, Mode=OneWay}","{Binding DebugText, Mode=OneWay}","","","","{""Grid.Row"":""1"",""Padding"":""0"",""CornerRadius"":""16"",""BorderThickness"":""1""}"
"xaml:LogWindow.xaml:61:10","text","TextBox","LogWindow.xaml","61","73","DebugTextBox","{Binding DebugText, Mode=OneWay}","","","","","{""Padding"":""14"",""BorderThickness"":""0""}"
"xaml:MainWindow.xaml:1:1","layout","Window","MainWindow.xaml","1","16","","{Binding WindowTitle}","","","","","{""Width"":""1580"",""Height"":""820"",""MinWidth"":""940"",""MinHeight"":""600""}"
"xaml:MainWindow.xaml:23:2","style","Style","MainWindow.xaml","23","29","MaterialIconText","","","","","","{}"
"xaml:MainWindow.xaml:24:3","style","Setter","MainWindow.xaml","24","70","","","","","","","{}"
"xaml:MainWindow.xaml:25:4","style","Setter","MainWindow.xaml","25","70","","","","","","","{}"
"xaml:MainWindow.xaml:26:5","style","Setter","MainWindow.xaml","26","70","","","","","","","{}"
"xaml:MainWindow.xaml:27:6","style","Setter","MainWindow.xaml","27","70","","","","","","","{}"
"xaml:MainWindow.xaml:28:7","style","Setter","MainWindow.xaml","28","70","","","","","","","{}"
"xaml:MainWindow.xaml:31:8","style","Style","MainWindow.xaml","31","39","CompactIconButton","","","","","{StaticResource TonalButton}","{}"
"xaml:MainWindow.xaml:32:9","style","Setter","MainWindow.xaml","32","70","","","","","","","{}"
"xaml:MainWindow.xaml:33:10","style","Setter","MainWindow.xaml","33","70","","","","","","","{}"
"xaml:MainWindow.xaml:34:11","style","Setter","MainWindow.xaml","34","70","","","","","","","{}"
"xaml:MainWindow.xaml:35:12","style","Setter","MainWindow.xaml","35","70","","","","","","","{}"
"xaml:MainWindow.xaml:36:13","style","Setter","MainWindow.xaml","36","70","","","","","","","{}"
"xaml:MainWindow.xaml:37:14","style","Setter","MainWindow.xaml","37","70","","","","","","","{}"
"xaml:MainWindow.xaml:38:15","style","Setter","MainWindow.xaml","38","70","","","","","","","{}"
"xaml:MainWindow.xaml:41:16","style","Style","MainWindow.xaml","41","71","ThreadSearchGlyphButton","","","","","","{}"
"xaml:MainWindow.xaml:42:17","style","Setter","MainWindow.xaml","42","70","","","","","","","{}"
"xaml:MainWindow.xaml:43:18","style","Setter","MainWindow.xaml","43","70","","","","","","","{}"
"xaml:MainWindow.xaml:44:19","style","Setter","MainWindow.xaml","44","70","","","","","","","{}"
"xaml:MainWindow.xaml:45:20","style","Setter","MainWindow.xaml","45","70","","","","","","","{}"
"xaml:MainWindow.xaml:46:21","style","Setter","MainWindow.xaml","46","70","","","","","","","{}"
"xaml:MainWindow.xaml:47:22","style","Setter","MainWindow.xaml","47","70","","","","","","","{}"
"xaml:MainWindow.xaml:48:23","style","Setter","MainWindow.xaml","48","70","","","","","","","{}"
"xaml:MainWindow.xaml:49:24","style","Setter","MainWindow.xaml","49","70","","","","","","","{}"
"xaml:MainWindow.xaml:50:25","style","Setter","MainWindow.xaml","50","70","","","","","","","{}"
"xaml:MainWindow.xaml:51:26","style","Setter","MainWindow.xaml","51","70","","","","","","","{}"
"xaml:MainWindow.xaml:52:27","style","Setter","MainWindow.xaml","52","70","","","","","","","{}"
"xaml:MainWindow.xaml:53:28","style","Setter","MainWindow.xaml","53","70","","","","","","","{}"
"xaml:MainWindow.xaml:54:29","style","Setter","MainWindow.xaml","54","70","","","","","","","{}"
"xaml:MainWindow.xaml:56:30","style","ControlTemplate","MainWindow.xaml","56","68","","","","","","","{}"
"xaml:MainWindow.xaml:57:31","layout","ContentPresenter","MainWindow.xaml","57","59","","","","","","","{""HorizontalAlignment"":""Center"",""VerticalAlignment"":""Center""}"
"xaml:MainWindow.xaml:62:32","style","Setter","MainWindow.xaml","62","70","","","","","","","{}"
"xaml:MainWindow.xaml:65:33","style","Setter","MainWindow.xaml","65","70","","","","","","","{}"
"xaml:MainWindow.xaml:73:34","style","Style","MainWindow.xaml","73","81","ThreadSearchBoxContainer","","","","","","{}"
"xaml:MainWindow.xaml:74:35","style","Setter","MainWindow.xaml","74","197","","","","","","","{}"
"xaml:MainWindow.xaml:75:36","style","Setter","MainWindow.xaml","75","197","","","","","","","{}"
"xaml:MainWindow.xaml:76:37","style","Setter","MainWindow.xaml","76","197","","","","","","","{}"
"xaml:MainWindow.xaml:77:38","style","Setter","MainWindow.xaml","77","197","","","","","","","{}"
"xaml:MainWindow.xaml:78:39","style","Setter","MainWindow.xaml","78","197","","","","","","","{}"
"xaml:MainWindow.xaml:79:40","style","Setter","MainWindow.xaml","79","197","","","","","","","{}"
"xaml:MainWindow.xaml:80:41","style","Setter","MainWindow.xaml","80","197","","","","","","","{}"
"xaml:MainWindow.xaml:83:42","style","Style","MainWindow.xaml","83","92","ThreadSearchTextBox","","","","","","{}"
"xaml:MainWindow.xaml:84:43","style","Setter","MainWindow.xaml","84","197","","","","","","","{}"
"xaml:MainWindow.xaml:85:44","style","Setter","MainWindow.xaml","85","197","","","","","","","{}"
"xaml:MainWindow.xaml:86:45","style","Setter","MainWindow.xaml","86","197","","","","","","","{}"
"xaml:MainWindow.xaml:87:46","style","Setter","MainWindow.xaml","87","197","","","","","","","{}"
"xaml:MainWindow.xaml:88:47","style","Setter","MainWindow.xaml","88","197","","","","","","","{}"
"xaml:MainWindow.xaml:89:48","style","Setter","MainWindow.xaml","89","197","","","","","","","{}"
"xaml:MainWindow.xaml:90:49","style","Setter","MainWindow.xaml","90","197","","","","","","","{}"
"xaml:MainWindow.xaml:91:50","style","Setter","MainWindow.xaml","91","197","","","","","","","{}"
"xaml:MainWindow.xaml:94:51","style","Style","MainWindow.xaml","94","99","ThreadSearchStatusText","","","","","","{}"
"xaml:MainWindow.xaml:95:52","style","Setter","MainWindow.xaml","95","197","","","","","","","{}"
"xaml:MainWindow.xaml:96:53","style","Setter","MainWindow.xaml","96","197","","","","","","","{}"
"xaml:MainWindow.xaml:97:54","style","Setter","MainWindow.xaml","97","197","","","","","","","{}"
"xaml:MainWindow.xaml:98:55","style","Setter","MainWindow.xaml","98","197","","","","","","","{}"
"xaml:MainWindow.xaml:101:56","style","Style","MainWindow.xaml","101","106","CompactHeaderActionButton","","","","","{StaticResource OutlinedButton}","{}"
"xaml:MainWindow.xaml:102:57","style","Setter","MainWindow.xaml","102","197","","","","","","","{}"
"xaml:MainWindow.xaml:103:58","style","Setter","MainWindow.xaml","103","197","","","","","","","{}"
"xaml:MainWindow.xaml:104:59","style","Setter","MainWindow.xaml","104","197","","","","","","","{}"
"xaml:MainWindow.xaml:105:60","style","Setter","MainWindow.xaml","105","197","","","","","","","{}"
"xaml:MainWindow.xaml:108:61","style","Style","MainWindow.xaml","108","116","CollapsedRailIconButton","","","","","{StaticResource CompactIconButton}","{}"
"xaml:MainWindow.xaml:109:62","style","Setter","MainWindow.xaml","109","197","","","","","","","{}"
"xaml:MainWindow.xaml:110:63","style","Setter","MainWindow.xaml","110","197","","","","","","","{}"
"xaml:MainWindow.xaml:111:64","style","Setter","MainWindow.xaml","111","197","","","","","","","{}"
"xaml:MainWindow.xaml:112:65","style","Setter","MainWindow.xaml","112","197","","","","","","","{}"
"xaml:MainWindow.xaml:113:66","style","Setter","MainWindow.xaml","113","197","","","","","","","{}"
"xaml:MainWindow.xaml:114:67","style","Setter","MainWindow.xaml","114","197","","","","","","","{}"
"xaml:MainWindow.xaml:115:68","style","Setter","MainWindow.xaml","115","197","","","","","","","{}"
"xaml:MainWindow.xaml:118:69","style","Style","MainWindow.xaml","118","135","CallRowActionButtonStyle","","","","","{StaticResource CompactIconButton}","{}"
"xaml:MainWindow.xaml:119:70","style","Setter","MainWindow.xaml","119","197","","","","","","","{}"
"xaml:MainWindow.xaml:120:71","style","Setter","MainWindow.xaml","120","197","","","","","","","{}"
"xaml:MainWindow.xaml:121:72","style","Setter","MainWindow.xaml","121","197","","","","","","","{}"
"xaml:MainWindow.xaml:122:73","style","Setter","MainWindow.xaml","122","197","","","","","","","{}"
"xaml:MainWindow.xaml:123:74","style","Setter","MainWindow.xaml","123","197","","","","","","","{}"
"xaml:MainWindow.xaml:126:75","style","Setter","MainWindow.xaml","126","197","","","","","","","{}"
"xaml:MainWindow.xaml:129:76","style","Setter","MainWindow.xaml","129","197","","","","","","","{}"
"xaml:MainWindow.xaml:132:77","style","Setter","MainWindow.xaml","132","197","","","","","","","{}"
"xaml:MainWindow.xaml:137:78","style","Style","MainWindow.xaml","137","145","BubbleActionButtonStyle","","","","","{StaticResource TonalButton}","{}"
"xaml:MainWindow.xaml:138:79","style","Setter","MainWindow.xaml","138","197","","","","","","","{}"
"xaml:MainWindow.xaml:139:80","style","Setter","MainWindow.xaml","139","197","","","","","","","{}"
